review_id,rating,entity_text,entity_label,entity_description
4510,2,Safehold,GPE,"Countries, cities, states"
4510,2,Asamov's Foundation,ORG,"Companies, agencies, institutions, etc."
4510,2,Robot,PERSON,"People, including fictional"
4510,2,six,CARDINAL,Numerals that do not fall under another type
4510,2,Heinlein,PERSON,"People, including fictional"
4510,2,Weber,PERSON,"People, including fictional"
4510,2,SF,NORP,Nationalities or religious or political groups
4510,2,Weber,PERSON,"People, including fictional"
4511,2,Twists,NORP,Nationalities or religious or political groups
4511,2,Sci Fi,ORG,"Companies, agencies, institutions, etc."
4511,2,Sci Fi,ORG,"Companies, agencies, institutions, etc."
4512,2,One,CARDINAL,Numerals that do not fall under another type
4512,2,Sci/,ORG,"Companies, agencies, institutions, etc."
4512,2,first,ORDINAL,"""first"", ""second"", etc."
4512,2,this book years ago,DATE,Absolute or relative dates or periods
4512,2,today,DATE,Absolute or relative dates or periods
4512,2,One,CARDINAL,Numerals that do not fall under another type
4512,2,every year,DATE,Absolute or relative dates or periods
4512,2,two,CARDINAL,Numerals that do not fall under another type
4513,2,Denver,GPE,"Countries, cities, states"
4513,2,a few years ago,DATE,Absolute or relative dates or periods
4513,2,Honor,ORG,"Companies, agencies, institutions, etc."
4513,2,about 12,CARDINAL,Numerals that do not fall under another type
4513,2,5 more months,DATE,Absolute or relative dates or periods
4513,2,Merlin,NORP,Nationalities or religious or political groups
4514,2,"if""",GPE,"Countries, cities, states"
4514,2,Weber,PERSON,"People, including fictional"
4514,2,Beowulf - each,ORG,"Companies, agencies, institutions, etc."
4514,2,an hour,TIME,Times smaller than a day
4514,2,months,DATE,Absolute or relative dates or periods
4514,2,gore,PERSON,"People, including fictional"
4515,2,british,NORP,Nationalities or religious or political groups
4516,2,Spirit,ORG,"Companies, agencies, institutions, etc."
4516,2,one,CARDINAL,Numerals that do not fall under another type
4516,2,Rose Hill Drive,PERSON,"People, including fictional"
4516,2,60,CARDINAL,Numerals that do not fall under another type
4516,2,Eric Shea,PERSON,"People, including fictional"
4516,2,Rock and Roll,ORG,"Companies, agencies, institutions, etc."
4516,2,DarknessJetHurricane,ORG,"Companies, agencies, institutions, etc."
4516,2,PartyParchman Farm,ORG,"Companies, agencies, institutions, etc."
4516,2,Hill Drive,PERSON,"People, including fictional"
4516,2,Van Halen,PERSON,"People, including fictional"
4516,2,DragonsYoung Heart AttackBlack Keysand,PERSON,"People, including fictional"
4516,2,Silvertide,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
4517,1,Black Sabbath,FAC,"Buildings, airports, highways, bridges, etc."
4517,1,Blue Chear,ORG,"Companies, agencies, institutions, etc."
4518,1,CURVED,ORG,"Companies, agencies, institutions, etc."
4518,1,NJMOM,ORG,"Companies, agencies, institutions, etc."
4518,1,CURVED,ORG,"Companies, agencies, institutions, etc."
4518,1,Farm & Home Supply Center,ORG,"Companies, agencies, institutions, etc."
4518,1,RGA Number,WORK_OF_ART,"Titles of books, songs, etc."
4518,1,Tweeezerman,ORG,"Companies, agencies, institutions, etc."
4519,2,One,CARDINAL,Numerals that do not fall under another type
4519,2,EGYPTIAN,NORP,Nationalities or religious or political groups
4519,2,Jean Doresse,PERSON,"People, including fictional"
4519,2,"New Age"" claptrap & commercialist",WORK_OF_ART,"Titles of books, songs, etc."
4519,2,French,NORP,Nationalities or religious or political groups
4519,2,Doresse,PERSON,"People, including fictional"
4519,2,one,CARDINAL,Numerals that do not fall under another type
4519,2,first,ORDINAL,"""first"", ""second"", etc."
4519,2,Westerners,NORP,Nationalities or religious or political groups
4519,2,Nag Hammadi,PERSON,"People, including fictional"
4519,2,1947,DATE,Absolute or relative dates or periods
4519,2,Doresse,ORG,"Companies, agencies, institutions, etc."
4519,2,Christian,NORP,Nationalities or religious or political groups
4519,2,Kurt Rudolph,PERSON,"People, including fictional"
4519,2,Paganism,NORP,Nationalities or religious or political groups
4519,2,Alexandria,GPE,"Countries, cities, states"
4519,2,Gnostic Paganism,NORP,Nationalities or religious or political groups
4519,2,Gnostic Philosophy,ORG,"Companies, agencies, institutions, etc."
4519,2,Gospel,PERSON,"People, including fictional"
4519,2,Judas,PERSON,"People, including fictional"
4520,1,FRUSTRATED,ORG,"Companies, agencies, institutions, etc."
4520,1,TWO,CARDINAL,Numerals that do not fall under another type
4520,1,one,CARDINAL,Numerals that do not fall under another type
4521,1,Size,ORG,"Companies, agencies, institutions, etc."
4521,1,first,ORDINAL,"""first"", ""second"", etc."
4522,2,Spanish,NORP,Nationalities or religious or political groups
4522,2,only two,CARDINAL,Numerals that do not fall under another type
4522,2,English,LANGUAGE,Any named language
4522,2,Spanish,NORP,Nationalities or religious or political groups
4522,2,The Illuminated Manuscripts,WORK_OF_ART,"Titles of books, songs, etc."
4522,2,Spanish,PERSON,"People, including fictional"
4522,2,10-11th century,DATE,Absolute or relative dates or periods
4522,2,Europe,LOC,"Non-GPE locations, mountain ranges, bodies of water"
4522,2,Spanish,NORP,Nationalities or religious or political groups
4523,1,A Modern Magician &,ORG,"Companies, agencies, institutions, etc."
4523,1,80,CARDINAL,Numerals that do not fall under another type
4524,1,Knob 2-Inch,PERSON,"People, including fictional"
4525,2,Celtic,ORG,"Companies, agencies, institutions, etc."
4525,2,Celtic,NORP,Nationalities or religious or political groups
4525,2,German,NORP,Nationalities or religious or political groups
4525,2,the Praehistorische Bronzefunde,LAW,Named documents made into laws.
4525,2,one,CARDINAL,Numerals that do not fall under another type
4525,2,Celts,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
4525,2,one,CARDINAL,Numerals that do not fall under another type
4525,2,Celtic,ORG,"Companies, agencies, institutions, etc."
4525,2,Celtic,NORP,Nationalities or religious or political groups
4526,1,8,CARDINAL,Numerals that do not fall under another type
4526,1,10# to 90#,MONEY,"Monetary values, including unit"
4528,1,one,CARDINAL,Numerals that do not fall under another type
4529,2,Rudy Maxa,PERSON,"People, including fictional"
4529,2,Rudy Maxa,PERSON,"People, including fictional"
4529,2,BluRay,ORG,"Companies, agencies, institutions, etc."
4529,2,Rudy,PERSON,"People, including fictional"
4531,2,San Francisco,GPE,"Countries, cities, states"
4531,2,3,CARDINAL,Numerals that do not fall under another type
4531,2,Rudy Maxa,PERSON,"People, including fictional"
4532,2,Venus Johnson,PERSON,"People, including fictional"
4532,2,first,ORDINAL,"""first"", ""second"", etc."
4532,2,hours,TIME,Times smaller than a day
4532,2,Venus,PERSON,"People, including fictional"
4532,2,Venus,PERSON,"People, including fictional"
4533,2,Nappily Ever After,WORK_OF_ART,"Titles of books, songs, etc."
4533,2,Octavia Butler,PERSON,"People, including fictional"
4533,2,4,CARDINAL,Numerals that do not fall under another type
4533,2,Kandi,PERSON,"People, including fictional"
4533,2,Clint,PERSON,"People, including fictional"
4534,2,Nappily,WORK_OF_ART,"Titles of books, songs, etc."
4534,2,Venus,LOC,"Non-GPE locations, mountain ranges, bodies of water"
4534,2,Khandi,PERSON,"People, including fictional"
4534,2,Venus,FAC,"Buildings, airports, highways, bridges, etc."
4534,2,four,CARDINAL,Numerals that do not fall under another type
4535,2,Venus,ORG,"Companies, agencies, institutions, etc."
4535,2,one day,DATE,Absolute or relative dates or periods
4535,2,Venus,PERSON,"People, including fictional"
4535,2,Venus,PERSON,"People, including fictional"
4537,1,one,CARDINAL,Numerals that do not fall under another type
4538,1,AA,ORG,"Companies, agencies, institutions, etc."
4538,1,half,CARDINAL,Numerals that do not fall under another type
4539,1,E.Lynn Harris,PERSON,"People, including fictional"
4539,1,Bebe Moore Campbell,PERSON,"People, including fictional"
4539,1,Terry McMillan,PERSON,"People, including fictional"
4539,1,Venus,PERSON,"People, including fictional"
4539,1,NAPPY,ORG,"Companies, agencies, institutions, etc."
4539,1,Jada Pinkett,PERSON,"People, including fictional"
4541,2,second,ORDINAL,"""first"", ""second"", etc."
4541,2,one,CARDINAL,Numerals that do not fall under another type
4541,2,Venus,ORG,"Companies, agencies, institutions, etc."
4541,2,Kandi,PERSON,"People, including fictional"
4541,2,Clint,PERSON,"People, including fictional"
4542,2,Tyson Edwards,PERSON,"People, including fictional"
4542,2,Venus Johnston,FAC,"Buildings, airports, highways, bridges, etc."
4542,2,Clint Fairchild,PERSON,"People, including fictional"
4542,2,Kandi,PERSON,"People, including fictional"
4542,2,one,CARDINAL,Numerals that do not fall under another type
4542,2,Trisha Thomas,PERSON,"People, including fictional"
4543,2,Trisha,ORG,"Companies, agencies, institutions, etc."
4543,2,3 months ago,DATE,Absolute or relative dates or periods
4544,2,NItty Gritty-This,PERSON,"People, including fictional"
4544,2,Kandi,PERSON,"People, including fictional"
4544,2,Venus,ORG,"Companies, agencies, institutions, etc."
4544,2,Kandi,PERSON,"People, including fictional"
4544,2,attractive- long hair,PERSON,"People, including fictional"
4545,2,America,GPE,"Countries, cities, states"
4545,2,American,NORP,Nationalities or religious or political groups
4545,2,one,CARDINAL,Numerals that do not fall under another type
4545,2,the wee hours of the morning,TIME,Times smaller than a day
4545,2,L Literature,LOC,"Non-GPE locations, mountain ranges, bodies of water"
4546,2,Nappily Ever Afer,PERSON,"People, including fictional"
4546,2,two day's,DATE,Absolute or relative dates or periods
4546,2,Khandi,PERSON,"People, including fictional"
4546,2,Venius,ORG,"Companies, agencies, institutions, etc."
4546,2,two,CARDINAL,Numerals that do not fall under another type
4546,2,Venus,ORG,"Companies, agencies, institutions, etc."
4548,1,Sesame Street,FAC,"Buildings, airports, highways, bridges, etc."
4549,1,Bad Muslim,NORP,Nationalities or religious or political groups
4549,1,Muslims,NORP,Nationalities or religious or political groups
4549,1,Mamdani,PERSON,"People, including fictional"
4549,1,one,CARDINAL,Numerals that do not fall under another type
4549,1,America,GPE,"Countries, cities, states"
4549,1,Israel,GPE,"Countries, cities, states"
4549,1,Arab,NORP,Nationalities or religious or political groups
4549,1,Muslim,NORP,Nationalities or religious or political groups
4549,1,the 15th century,DATE,Absolute or relative dates or periods
4549,1,America,GPE,"Countries, cities, states"
4549,1,Israel,GPE,"Countries, cities, states"
4549,1,9 year old,DATE,Absolute or relative dates or periods
4549,1,America,GPE,"Countries, cities, states"
4549,1,Irwin N. Graulich,PERSON,"People, including fictional"
4550,1,Good Muslim,PERSON,"People, including fictional"
4550,1,Bad Muslim,NORP,Nationalities or religious or political groups
4550,1,today,DATE,Absolute or relative dates or periods
4550,1,U.S,GPE,"Countries, cities, states"
4550,1,U.S.,GPE,"Countries, cities, states"
4550,1,Osama Bin Laden,PERSON,"People, including fictional"
4550,1,the middle east,LOC,"Non-GPE locations, mountain ranges, bodies of water"
4550,1,Columbia University,ORG,"Companies, agencies, institutions, etc."
4551,1,first,ORDINAL,"""first"", ""second"", etc."
4551,1,Alastair Reynolds,PERSON,"People, including fictional"
4551,1,Reynolds,ORG,"Companies, agencies, institutions, etc."
4551,1,hundreds,CARDINAL,Numerals that do not fall under another type
4551,1,the last 50,DATE,Absolute or relative dates or periods
4551,1,AR,PERSON,"People, including fictional"
4551,1,AR,PERSON,"People, including fictional"
4552,2,AWESOME,ORG,"Companies, agencies, institutions, etc."
4552,2,AWESOME,ORG,"Companies, agencies, institutions, etc."
4552,2,2050,DATE,Absolute or relative dates or periods
4552,2,"20,000",CARDINAL,Numerals that do not fall under another type
4553,1,Aliens,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
4553,1,Renolds,PERSON,"People, including fictional"
4554,1,Svetlana,PERSON,"People, including fictional"
4554,1,Bella,PERSON,"People, including fictional"
4555,1,Two,CARDINAL,Numerals that do not fall under another type
4555,1,50,CARDINAL,Numerals that do not fall under another type
4555,1,years,DATE,Absolute or relative dates or periods
4555,1,"18,000 years",DATE,Absolute or relative dates or periods
4555,1,first,ORDINAL,"""first"", ""second"", etc."
4555,1,Janus,FAC,"Buildings, airports, highways, bridges, etc."
4555,1,first,ORDINAL,"""first"", ""second"", etc."
4555,1,1/3,CARDINAL,Numerals that do not fall under another type
4556,2,One,CARDINAL,Numerals that do not fall under another type
4556,2,Reynolds,ORG,"Companies, agencies, institutions, etc."
4557,2,the next few decades,DATE,Absolute or relative dates or periods
4558,2,Century Rain,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
4558,2,SF,GPE,"Countries, cities, states"
4558,2,first,ORDINAL,"""first"", ""second"", etc."
4558,2,Peter Hamilton,PERSON,"People, including fictional"
4558,2,Space Opera,PERSON,"People, including fictional"
4558,2,Arthur C. Clarke,PERSON,"People, including fictional"
4558,2,one,CARDINAL,Numerals that do not fall under another type
4559,2,Reynolds,PERSON,"People, including fictional"
4559,2,Phd in Astronomy,WORK_OF_ART,"Titles of books, songs, etc."
4559,2,The European Space Agency,ORG,"Companies, agencies, institutions, etc."
4559,2,13 years,DATE,Absolute or relative dates or periods
4559,2,Reynolds,ORG,"Companies, agencies, institutions, etc."
4559,2,@shakirbahzad,ORG,"Companies, agencies, institutions, etc."
4560,2,Reynolds,PERSON,"People, including fictional"
4560,2,Kindle,GPE,"Countries, cities, states"
4561,2,175,CARDINAL,Numerals that do not fall under another type
4561,2,fifties,DATE,Absolute or relative dates or periods
4561,2,60-61,CARDINAL,Numerals that do not fall under another type
4561,2,six,CARDINAL,Numerals that do not fall under another type
4561,2,fifties,DATE,Absolute or relative dates or periods
4561,2,9,CARDINAL,Numerals that do not fall under another type
4561,2,Chronicle,PERSON,"People, including fictional"
4561,2,Marty,PERSON,"People, including fictional"
4561,2,Sue Bunis,PERSON,"People, including fictional"
4561,2,about seven hundred,CARDINAL,Numerals that do not fall under another type
4562,1,Spanish Eyes,WORK_OF_ART,"Titles of books, songs, etc."
4562,1,Paul McDermand,PERSON,"People, including fictional"
4563,2,Reich,PERSON,"People, including fictional"
4563,2,the early 50's,DATE,Absolute or relative dates or periods
4563,2,first,ORDINAL,"""first"", ""second"", etc."
4563,2,Nietzsche,ORG,"Companies, agencies, institutions, etc."
4565,1,english,LANGUAGE,Any named language
4566,1,7.5 x 9 inch,QUANTITY,"Measurements, as of weight or distance"
4567,2,Dali,PERSON,"People, including fictional"
4568,2,Dali,PERSON,"People, including fictional"
4568,2,Dali,PERSON,"People, including fictional"
4568,2,the 20th century,DATE,Absolute or relative dates or periods
4570,2,Dali,PERSON,"People, including fictional"
4570,2,3,CARDINAL,Numerals that do not fall under another type
4570,2,Dali,PERSON,"People, including fictional"
4570,2,dozens of hours,TIME,Times smaller than a day
4571,2,Dali,PERSON,"People, including fictional"
4571,2,Breton,PERSON,"People, including fictional"
4571,2,Picasso,PERSON,"People, including fictional"
4571,2,Dali,PERSON,"People, including fictional"
4571,2,Dli,PERSON,"People, including fictional"
4572,2,a couple of days,DATE,Absolute or relative dates or periods
4573,2,4,CARDINAL,Numerals that do not fall under another type
4574,2,25 feet x 25 feet,QUANTITY,"Measurements, as of weight or distance"
4574,2,4,CARDINAL,Numerals that do not fall under another type
4574,2,last winter,DATE,Absolute or relative dates or periods
4575,1,Jerry Bernstein,PERSON,"People, including fictional"
4576,1,DeLonghi,ORG,"Companies, agencies, institutions, etc."
4577,2,those days,DATE,Absolute or relative dates or periods
4578,1,OP,ORG,"Companies, agencies, institutions, etc."
4579,1,Complex,ORG,"Companies, agencies, institutions, etc."
4579,1,the week,DATE,Absolute or relative dates or periods
4579,1,about 30 minutes,TIME,Times smaller than a day
4579,1,20,MONEY,"Monetary values, including unit"
4580,1,Target,ORG,"Companies, agencies, institutions, etc."
4580,1,2,CARDINAL,Numerals that do not fall under another type
4581,2,White Plastic,ORG,"Companies, agencies, institutions, etc."
4582,1,two,CARDINAL,Numerals that do not fall under another type
4582,1,two,CARDINAL,Numerals that do not fall under another type
4582,1,first,ORDINAL,"""first"", ""second"", etc."
4582,1,french,NORP,Nationalities or religious or political groups
4582,1,second,ORDINAL,"""first"", ""second"", etc."
4583,1,first,ORDINAL,"""first"", ""second"", etc."
4583,1,second,ORDINAL,"""first"", ""second"", etc."
4583,1,two,CARDINAL,Numerals that do not fall under another type
4583,1,4 months later,DATE,Absolute or relative dates or periods
4583,1,4 months,DATE,Absolute or relative dates or periods
4583,1,KitchenAid,ORG,"Companies, agencies, institutions, etc."
4584,1,a little over a year,DATE,Absolute or relative dates or periods
4585,2,late night,TIME,Times smaller than a day
4585,2,Joe Henderson,PERSON,"People, including fictional"
4585,2,the period 1992 to 1997,DATE,Absolute or relative dates or periods
4585,2,late night,TIME,Times smaller than a day
4585,2,Henderson,GPE,"Countries, cities, states"
4585,2,one,CARDINAL,Numerals that do not fall under another type
4585,2,Lush Life,WORK_OF_ART,"Titles of books, songs, etc."
4585,2,Porgy & Bess,WORK_OF_ART,"Titles of books, songs, etc."
4587,1,a few days,DATE,Absolute or relative dates or periods
4587,1,half,CARDINAL,Numerals that do not fall under another type
4588,1,3 or 4 hour,TIME,Times smaller than a day
4588,1,3 year old,DATE,Absolute or relative dates or periods
4589,1,6 year old,DATE,Absolute or relative dates or periods
4590,1,less than a week,DATE,Absolute or relative dates or periods
4590,1,this christmas,DATE,Absolute or relative dates or periods
4592,1,Batman,ORG,"Companies, agencies, institutions, etc."
4592,1,45 dollars,MONEY,"Monetary values, including unit"
4593,1,3,CARDINAL,Numerals that do not fall under another type
4593,1,NEVER,ORG,"Companies, agencies, institutions, etc."
4593,1,2 days,DATE,Absolute or relative dates or periods
4593,1,every few minutes,TIME,Times smaller than a day
4593,1,6 months ago,DATE,Absolute or relative dates or periods
4594,1,Christmas,DATE,Absolute or relative dates or periods
4594,1,a half an hour,TIME,Times smaller than a day
4594,1,just a few minutes,TIME,Times smaller than a day
4595,1,first,ORDINAL,"""first"", ""second"", etc."
4596,1,4 year old,DATE,Absolute or relative dates or periods
4596,1,Christmas,DATE,Absolute or relative dates or periods
4597,1,6,CARDINAL,Numerals that do not fall under another type
4597,1,this Christmas,DATE,Absolute or relative dates or periods
4598,1,Mattel,ORG,"Companies, agencies, institutions, etc."
4598,1,42 inches,QUANTITY,"Measurements, as of weight or distance"
4598,1,Mattel,ORG,"Companies, agencies, institutions, etc."
4598,1,DUH,ORG,"Companies, agencies, institutions, etc."
4599,2,the night,TIME,Times smaller than a day
4599,2,One,CARDINAL,Numerals that do not fall under another type
4599,2,Justice League Watch Tower,ORG,"Companies, agencies, institutions, etc."
4599,2,Batman,ORG,"Companies, agencies, institutions, etc."
4600,1,five minutes,TIME,Times smaller than a day
4602,1,Grammy,PERSON,"People, including fictional"
4602,1,next week,DATE,Absolute or relative dates or periods
4602,1,5 year old,DATE,Absolute or relative dates or periods
4603,2,Batman,WORK_OF_ART,"Titles of books, songs, etc."
4603,2,Superman,PERSON,"People, including fictional"
4603,2,Spiderman,PERSON,"People, including fictional"
4604,1,the 30 minutes,TIME,Times smaller than a day
4604,1,hundreds,CARDINAL,Numerals that do not fall under another type
4605,1,fourth,ORDINAL,"""first"", ""second"", etc."
4605,1,September,DATE,Absolute or relative dates or periods
4605,1,hours and hours,TIME,Times smaller than a day
4605,1,one,CARDINAL,Numerals that do not fall under another type
4605,1,Batman,ORG,"Companies, agencies, institutions, etc."
4605,1,a few months later,DATE,Absolute or relative dates or periods
4606,1,four year old,DATE,Absolute or relative dates or periods
4606,1,9,CARDINAL,Numerals that do not fall under another type
4606,1,Mattel,ORG,"Companies, agencies, institutions, etc."
4606,1,second,ORDINAL,"""first"", ""second"", etc."
4606,1,first,ORDINAL,"""first"", ""second"", etc."
4607,1,MATTEL,ORG,"Companies, agencies, institutions, etc."
4607,1,Batman,ORG,"Companies, agencies, institutions, etc."
4607,1,one,CARDINAL,Numerals that do not fall under another type
4607,1,Batman,ORG,"Companies, agencies, institutions, etc."
4607,1,6 year old,DATE,Absolute or relative dates or periods
4607,1,every 5 minutes,TIME,Times smaller than a day
4607,1,last years,DATE,Absolute or relative dates or periods
4607,1,three,CARDINAL,Numerals that do not fall under another type
4608,1,1,MONEY,"Monetary values, including unit"
4608,1,Santa Claus,GPE,"Countries, cities, states"
4608,1,5,CARDINAL,Numerals that do not fall under another type
4609,1,a my 4 year old,DATE,Absolute or relative dates or periods
4610,1,10,CARDINAL,Numerals that do not fall under another type
4611,1,JUNK,PERSON,"People, including fictional"
4611,1,SAW,ORG,"Companies, agencies, institutions, etc."
4611,1,ORIGINAL,ORG,"Companies, agencies, institutions, etc."
4611,1,ONE,CARDINAL,Numerals that do not fall under another type
4611,1,SIZE,ORG,"Companies, agencies, institutions, etc."
4611,1,THE PARTS FALL APART EASILY,ORG,"Companies, agencies, institutions, etc."
4611,1,PAIN,ORG,"Companies, agencies, institutions, etc."
4611,1,2,CARDINAL,Numerals that do not fall under another type
4612,1,two,CARDINAL,Numerals that do not fall under another type
4612,1,Santa,GPE,"Countries, cities, states"
4612,1,Mattel,ORG,"Companies, agencies, institutions, etc."
4613,1,a whole 10 minutes,TIME,Times smaller than a day
4614,1,Wrong Bruce,PERSON,"People, including fictional"
4614,1,Bruce BANNER,PERSON,"People, including fictional"
4614,1,HULK,ORG,"Companies, agencies, institutions, etc."
4614,1,BRUCE WAYNE,ORG,"Companies, agencies, institutions, etc."
4614,1,Batman,WORK_OF_ART,"Titles of books, songs, etc."
4614,1,Hulk,ORG,"Companies, agencies, institutions, etc."
4615,1,Mattel + Batman,ORG,"Companies, agencies, institutions, etc."
4615,1,5 year old,DATE,Absolute or relative dates or periods
4615,1,half,CARDINAL,Numerals that do not fall under another type
4615,1,4,MONEY,"Monetary values, including unit"
4615,1,2,MONEY,"Monetary values, including unit"
4615,1,10,MONEY,"Monetary values, including unit"
4615,1,Mattel,ORG,"Companies, agencies, institutions, etc."
4615,1,30 minutes and a blowtorch,TIME,Times smaller than a day
4615,1,hours,TIME,Times smaller than a day
4616,1,a Few Minutes,TIME,Times smaller than a day
4616,1,Grandma,PERSON,"People, including fictional"
4616,1,First,ORDINAL,"""first"", ""second"", etc."
4617,1,Christmas,DATE,Absolute or relative dates or periods
4618,1,4 year old,DATE,Absolute or relative dates or periods
4618,1,Christmas,DATE,Absolute or relative dates or periods
4618,1,10 minutes,TIME,Times smaller than a day
4618,1,Buyer Beware,PERSON,"People, including fictional"
4619,1,5 year old,DATE,Absolute or relative dates or periods
4620,1,14 years,DATE,Absolute or relative dates or periods
4620,1,3 year old,DATE,Absolute or relative dates or periods
4620,1,Christmas,DATE,Absolute or relative dates or periods
4620,1,3,CARDINAL,Numerals that do not fall under another type
4620,1,one,CARDINAL,Numerals that do not fall under another type
4620,1,a million,CARDINAL,Numerals that do not fall under another type
4620,1,10,MONEY,"Monetary values, including unit"
4620,1,Christmas,DATE,Absolute or relative dates or periods
4621,1,4 year old,DATE,Absolute or relative dates or periods
4621,1,Christmas,DATE,Absolute or relative dates or periods
4621,1,about $40,MONEY,"Monetary values, including unit"
4621,1,1/2 hour,TIME,Times smaller than a day
4621,1,EXTREMELY,ORG,"Companies, agencies, institutions, etc."
4621,1,the first 2 minutes,TIME,Times smaller than a day
4621,1,Soooooo,PERSON,"People, including fictional"
4622,1,Flimsy,GPE,"Countries, cities, states"
4623,1,Ross Berstein,PERSON,"People, including fictional"
4623,1,Gopher Hockey,WORK_OF_ART,"Titles of books, songs, etc."
4623,1,Berstein,PERSON,"People, including fictional"
4623,1,Herb,PERSON,"People, including fictional"
4623,1,Brooks,ORG,"Companies, agencies, institutions, etc."
4623,1,Herbie,PERSON,"People, including fictional"
4624,1,Bernstein,PERSON,"People, including fictional"
4624,1,5,CARDINAL,Numerals that do not fall under another type
4624,1,Brooks,ORG,"Companies, agencies, institutions, etc."
4624,1,NY,ORG,"Companies, agencies, institutions, etc."
4624,1,Brooks,ORG,"Companies, agencies, institutions, etc."
4625,2,twenty minutes,TIME,Times smaller than a day
4626,1,One,CARDINAL,Numerals that do not fall under another type
4626,1,One,CARDINAL,Numerals that do not fall under another type
4626,1,anti Wal-Mart,ORG,"Companies, agencies, institutions, etc."
4626,1,anti Wal-Mart,ORG,"Companies, agencies, institutions, etc."
4626,1,Asda,ORG,"Companies, agencies, institutions, etc."
4626,1,2003,DATE,Absolute or relative dates or periods
4626,1,Wal-Mart,ORG,"Companies, agencies, institutions, etc."
4626,1,anti Wal-Mart,ORG,"Companies, agencies, institutions, etc."
4627,1,Mackie 402-VLZ3,PERSON,"People, including fictional"
4627,1,Four,CARDINAL,Numerals that do not fall under another type
4628,1,P.The,NORP,Nationalities or religious or political groups
4629,2,10,CARDINAL,Numerals that do not fall under another type
4631,1,Brehm,GPE,"Countries, cities, states"
4631,1,Kassin,GPE,"Countries, cities, states"
4631,1,Fein,PERSON,"People, including fictional"
4631,1,15,CARDINAL,Numerals that do not fall under another type
4633,1,75,CARDINAL,Numerals that do not fall under another type
4633,1,half,CARDINAL,Numerals that do not fall under another type
4633,1,half,CARDINAL,Numerals that do not fall under another type
4634,2,U.S. Army Officer,ORG,"Companies, agencies, institutions, etc."
4634,2,Hoiback,PERSON,"People, including fictional"
4634,2,"Authority, Intent",ORG,"Companies, agencies, institutions, etc."
4634,2,two,CARDINAL,Numerals that do not fall under another type
4634,2,second,ORDINAL,"""first"", ""second"", etc."
4634,2,the opening days,DATE,Absolute or relative dates or periods
4634,2,WWII,EVENT,"Named hurricanes, battles, wars, sports events, etc."
4634,2,Norway,GPE,"Countries, cities, states"
4634,2,COL Erickson,ORG,"Companies, agencies, institutions, etc."
4634,2,German,NORP,Nationalities or religious or political groups
4634,2,Cruiser,ORG,"Companies, agencies, institutions, etc."
4634,2,Norway,GPE,"Countries, cities, states"
4634,2,second,ORDINAL,"""first"", ""second"", etc."
4634,2,first,ORDINAL,"""first"", ""second"", etc."
4634,2,the GEN Haig,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
4634,2,the First World War,EVENT,"Named hurricanes, battles, wars, sports events, etc."
4634,2,Second,ORDINAL,"""first"", ""second"", etc."
4634,2,first,ORDINAL,"""first"", ""second"", etc."
4634,2,Eric,PERSON,"People, including fictional"
4636,2,Clifford,ORG,"Companies, agencies, institutions, etc."
4636,2,Halloween,DATE,Absolute or relative dates or periods
4636,2,Clifford,PERSON,"People, including fictional"
4636,2,3.5 year old,DATE,Absolute or relative dates or periods
4636,2,5 month old,DATE,Absolute or relative dates or periods
4637,1,the day,DATE,Absolute or relative dates or periods
4638,1,"Crap, Crap, Crap",ORG,"Companies, agencies, institutions, etc."
4638,1,2nd,ORDINAL,"""first"", ""second"", etc."
4638,1,first,ORDINAL,"""first"", ""second"", etc."
4638,1,a year,DATE,Absolute or relative dates or periods
4638,1,Freakin,GPE,"Countries, cities, states"
4638,1,2,MONEY,"Monetary values, including unit"
4638,1,the Better Busines Beaureau,ORG,"Companies, agencies, institutions, etc."
4638,1,1 year,DATE,Absolute or relative dates or periods
4638,1,25%,PERCENT,"Percentage, including ""%"""
4638,1,Visioneer,ORG,"Companies, agencies, institutions, etc."
4638,1,Suck,ORG,"Companies, agencies, institutions, etc."
4639,1,USB,ORG,"Companies, agencies, institutions, etc."
4639,1,USB,ORG,"Companies, agencies, institutions, etc."
4639,1,the years,DATE,Absolute or relative dates or periods
4639,1,only a few hundred,CARDINAL,Numerals that do not fall under another type
4640,1,Scan,NORP,Nationalities or religious or political groups
4641,1,Intentional Obsolescence,PERSON,"People, including fictional"
4641,1,2011,DATE,Absolute or relative dates or periods
4641,1,Vista,ORG,"Companies, agencies, institutions, etc."
4641,1,4 years,DATE,Absolute or relative dates or periods
4641,1,Windows 7,NORP,Nationalities or religious or political groups
4641,1,Visioneer,PERSON,"People, including fictional"
4641,1,Visioneer,GPE,"Countries, cities, states"
4642,1,Vista,ORG,"Companies, agencies, institutions, etc."
4642,1,Vista,ORG,"Companies, agencies, institutions, etc."
4642,1,Windows XP,LOC,"Non-GPE locations, mountain ranges, bodies of water"
4642,1,scan,NORP,Nationalities or religious or political groups
4643,1,Uninstalling,ORG,"Companies, agencies, institutions, etc."
4643,1,4,CARDINAL,Numerals that do not fall under another type
